US_title,last_,max_,_min,_stdev
J4208,0.0898,0.1694,-0.1329,0.023871
J4272,0.0151,0.1694,-0.1329,0.009995
J4452,-0.0069,0.1694,-0.1329,0.002244
J4631,0.0321,0.1694,-0.1329,0.006504
J4901,-0.0367,0.1694,-0.1329,0.003856
J4911,0.0408,0.1694,-0.1329,0.03445
J6988,0.0555,0.1694,-0.1329,0.020718
J5019,-0.022,0.1694,-0.1329,0.005992
J5020,-0.0208,0.1694,-0.1329,0.008027
J5101,-0.0064,0.1694,-0.1329,0.017446
J5108,-0.0468,0.1694,-0.1329,0.004765
J5201,-0.0353,0.1694,-0.1329,0.007277
J5202,0.0525,0.1694,-0.1329,0.022584
J5214,0.0546,0.1694,-0.1329,0.014719
J5232,0.0442,0.1694,-0.1329,0.005995
J5233,0.0026,0.1694,-0.1329,0.007308
J5301,0.0653,0.1694,-0.1329,0.01736
J5332,0.0917,0.1694,-0.1329,0.047242
J5333,0.0864,0.1694,-0.1329,0.017883
J5401,-0.0375,0.1694,-0.1329,0.015273
J5406,-0.0501,0.1694,-0.1329,0.015862
J5411,-0.0432,0.1694,-0.1329,0.014975
J5541,-0.0669,0.1694,-0.1329,0.008803
J3436,-0.0196,0.1694,-0.1329,0.027431
J5703,0.0175,0.1694,-0.1329,0.017262
J5706,-0.0266,0.1694,-0.1329,0.019543
J5707,-0.0155,0.1694,-0.1329,0.017505
J5711,0.0395,0.1694,-0.1329,0.030424
J5713,-0.0434,0.1694,-0.1329,0.021822
J5714,0.0062,0.1694,-0.1329,0.025534
J5801,0.0643,0.1694,-0.1329,0.021617
J5802,0.0097,0.1694,-0.1329,0.017105
J5803,0.0915,0.1694,-0.1329,0.028656
J5901,-0.0275,0.1694,-0.1329,0.006361
J2768,0.0163,0.1694,-0.1329,0.00725
J8001,-0.0541,0.1694,-0.1329,0.004256
J8002,-0.0069,0.1694,-0.1329,0.010067
J8015,-0.0218,0.1694,-0.1329,0.013242
J8031,-0.0573,0.1694,-0.1329,0.003438
J8053,0.0113,0.1694,-0.1329,0.011119
J8058,-0.0086,0.1694,-0.1329,0.002391
J1721,0.0142,0.1694,-0.1329,0.012206
J1801,-0.0471,0.1694,-0.1329,0.00463
J1802,-0.0472,0.1694,-0.1329,0.003781
J1803,-0.0661,0.1694,-0.1329,0.006124
J1808,-0.0079,0.1694,-0.1329,0.003683
J1812,-0.0261,0.1694,-0.1329,0.004899
J1925,-0.0184,0.1694,-0.1329,0.003239
J1928,-0.039,0.1694,-0.1329,0.004347
J1963,0.0074,0.1694,-0.1329,0.012715
J5631,0.0258,0.1694,-0.1329,0.026522
J6103,0.0243,0.1694,-0.1329,0.016402
J6113,0.0418,0.1694,-0.1329,0.019183
J6301,-0.0037,0.1694,-0.1329,0.013084
J6302,0.005,0.1694,-0.1329,0.01638
J6305,-0.08,0.1694,-0.1329,0.018932
J6326,-0.025,0.1694,-0.1329,0.012145
J6361,0.0,0.1694,-0.1329,0.009057
J6367,-0.0138,0.1694,-0.1329,0.009967
J6471,0.0717,0.1694,-0.1329,0.027839
J6472,0.1391,0.1694,-0.1329,0.040884
J6473,0.1077,0.1694,-0.1329,0.024941
J7004,-0.0194,0.1694,-0.1329,0.031773
J7011,-0.0189,0.1694,-0.1329,0.006797
J7013,-0.0182,0.1694,-0.1329,0.020221
J7003,-0.0068,0.1694,-0.1329,0.021353
J7012,-0.0374,0.1694,-0.1329,0.01319
J7832,-0.0207,0.1694,-0.1329,0.00756
J7911,0.0575,0.1694,-0.1329,0.012991
J7912,0.0027,0.1694,-0.1329,0.007583
J7951,0.0485,0.1694,-0.1329,0.022729
J3289,0.092,0.1694,-0.1329,0.018913
J8801,0.0526,0.1694,-0.1329,0.005585
J8802,0.0364,0.1694,-0.1329,0.005976
J8804,-0.0392,0.1694,-0.1329,0.004581
J8830,0.0515,0.1694,-0.1329,0.006092
J9001,0.0075,0.1694,-0.1329,0.00563
J9005,-0.0048,0.1694,-0.1329,0.009264
J9007,-0.0324,0.1694,-0.1329,0.014735
J9008,0.0036,0.1694,-0.1329,0.024136
J9009,0.058,0.1694,-0.1329,0.014346
J9020,0.0022,0.1694,-0.1329,0.018189
J9021,0.0585,0.1694,-0.1329,0.018548
J9022,0.0253,0.1694,-0.1329,0.010905
J9062,0.0677,0.1694,-0.1329,0.030488
J9064,0.086,0.1694,-0.1329,0.030632
J9101,-0.0467,0.1694,-0.1329,0.015701
J9104,-0.0202,0.1694,-0.1329,0.018736
J9107,-0.0681,0.1694,-0.1329,0.011513
J9202,0.0226,0.1694,-0.1329,0.007229
J9301,-0.0178,0.1694,-0.1329,0.018696
J9501,-0.0831,0.1694,-0.1329,0.026129
J9502,-0.0115,0.1694,-0.1329,0.006158
J9503,-0.0313,0.1694,-0.1329,0.004399
J9531,0.0,0.1694,-0.1329,0.008766
J9532,0.0086,0.1694,-0.1329,0.013584
J1332,0.0114,0.1694,-0.1329,0.005848
J1333,0.0143,0.1694,-0.1329,0.00716
J1605,-0.0177,0.1694,-0.1329,0.005887
J1719,0.0107,0.1694,-0.1329,0.014565
J1720,0.0389,0.1694,-0.1329,0.010909
J1721,0.0142,0.1694,-0.1329,0.009588
J1801,-0.0471,0.1694,-0.1329,0.009283
J1802,-0.0472,0.1694,-0.1329,0.010297
J1803,-0.0661,0.1694,-0.1329,0.02163
J1808,-0.0079,0.1694,-0.1329,0.007574
J1812,-0.0261,0.1694,-0.1329,0.008733
J1820,0.0242,0.1694,-0.1329,0.008826
J1821,-0.0089,0.1694,-0.1329,0.005659
J1824,-0.0066,0.1694,-0.1329,0.014728
J1860,0.0344,0.1694,-0.1329,0.011277
J1861,-0.0112,0.1694,-0.1329,0.007456
J1878,0.1352,0.1694,-0.1329,0.04244
J1881,-0.0192,0.1694,-0.1329,0.010587
J1893,-0.0414,0.1694,-0.1329,0.009325
J1911,-0.0097,0.1694,-0.1329,0.019922
J1925,-0.0184,0.1694,-0.1329,0.006439
J1928,-0.039,0.1694,-0.1329,0.014439
J1951,0.0018,0.1694,-0.1329,0.007399
J1959,0.045,0.1694,-0.1329,0.020121
J2121,0.0332,0.1694,-0.1329,0.00967
J2124,0.0096,0.1694,-0.1329,0.006713
J2127,0.0462,0.1694,-0.1329,0.010197
J2146,-0.0223,0.1694,-0.1329,0.014757
J2175,0.0171,0.1694,-0.1329,0.017853
J2181,0.0036,0.1694,-0.1329,0.008969
J2201,0.049,0.1694,-0.1329,0.014048
J2206,0.0212,0.1694,-0.1329,0.013999
J2229,-0.0337,0.1694,-0.1329,0.033065
J2267,-0.0475,0.1694,-0.1329,0.027021
J2269,0.0085,0.1694,-0.1329,0.005294
J2282,0.062,0.1694,-0.1329,0.010137
J2327,0.0547,0.1694,-0.1329,0.026646
J2331,-0.0346,0.1694,-0.1329,0.020986
J2337,0.0676,0.1694,-0.1329,0.011577
J2371,0.0439,0.1694,-0.1329,0.012735
J2379,0.1375,0.1973,-0.1329,0.042067
J2412,0.0049,0.1973,-0.1329,0.024837
J2413,-0.0879,0.1973,-0.1367,0.020114
J2427,0.0499,0.1973,-0.1367,0.020029
J2432,0.0419,0.1973,-0.1367,0.012448
J2433,0.0625,0.1973,-0.1367,0.028918
J2502,-0.0111,0.1973,-0.1367,0.011324
J2503,-0.0402,0.1973,-0.1367,0.011298
J2587,0.0069,0.1973,-0.1367,0.005551
J2651,0.0491,0.1973,-0.1367,0.011834
J2670,0.0068,0.1973,-0.1367,0.006272
J2702,-0.0059,0.1973,-0.1367,0.001545
J2768,0.0163,0.1973,-0.1367,0.007048
J2782,-0.0067,0.1973,-0.1367,0.008259
J2784,0.0379,0.1973,-0.1367,0.008543
J2801,-0.0293,0.1973,-0.1367,0.014364
J2802,-0.0627,0.1973,-0.1367,0.030202
J2809,0.0737,0.1973,-0.1367,0.024106
J2815,0.0341,0.1973,-0.1367,0.010905
J2871,0.0185,0.1973,-0.1367,0.017358
J2875,-0.0749,0.1973,-0.1367,0.048334
J2897,-0.0341,0.1973,-0.1367,0.021803
J2914,0.0195,0.1973,-0.1367,0.004868
J3003,0.0411,0.1973,-0.1367,0.014527
J3038,0.0,0.1973,-0.1367,0.00805
J3048,0.0018,0.1973,-0.1367,0.005642
J3064,0.0615,0.1973,-0.1367,0.013248
J3086,0.0576,0.1973,-0.1367,0.014325
J3088,-0.0175,0.1973,-0.1367,0.005804
J3092,0.159,0.1973,-0.1367,0.075871
J3107,0.0202,0.1973,-0.1367,0.011011
J3116,0.0651,0.1973,-0.1367,0.029148
J3141,-0.0028,0.1973,-0.1367,0.00899
J3148,-0.0043,0.1973,-0.1367,0.00421
J3167,0.0112,0.1973,-0.1367,0.00424
J3197,0.0401,0.1973,-0.1367,0.018323
J3231,0.0332,0.1973,-0.1367,0.033226
J3254,-0.0067,0.1973,-0.1367,0.0082
J3288,0.0464,0.1973,-0.1367,0.012918
J3289,0.092,0.1973,-0.1367,0.026259
J3291,-0.0093,0.1973,-0.1367,0.011226
J3349,0.0198,0.1973,-0.1367,0.010769
J3360,0.0266,0.1973,-0.1367,0.010845
J3382,0.0091,0.1973,-0.1367,0.012307
J3391,-0.0007,0.1973,-0.1367,0.005281
J3401,0.0041,0.1973,-0.1367,0.009769
J3402,-0.014,0.1973,-0.1367,0.010008
J3405,0.0298,0.1973,-0.1367,0.007436
J3407,0.0446,0.1973,-0.1367,0.00762
J3436,-0.0196,0.1973,-0.1367,0.024532
J3543,0.0137,0.1973,-0.1367,0.003968
J3549,0.0093,0.1973,-0.1367,0.010837
J3626,0.0935,0.1973,-0.1367,0.030944
J3659,0.0077,0.1973,-0.1367,0.015356
J3668,-0.014,0.1973,-0.1367,0.012956
J3738,0.0218,0.1973,-0.1367,0.006882
J3765,-0.0042,0.1973,-0.1367,0.013794
J3769,0.0292,0.1973,-0.1367,0.026585
J3861,0.0109,0.1973,-0.1367,0.009001
J3932,-0.0865,0.1973,-0.1367,0.049475
J4004,0.0839,0.1973,-0.1367,0.026908
J4005,0.0888,0.1973,-0.1367,0.017393
J4021,0.0185,0.1973,-0.1367,0.007858
J4042,0.0147,0.1973,-0.1367,0.023802
J4043,0.051,0.1973,-0.1367,0.016063
J4061,0.0049,0.1973,-0.1367,0.009664
J4063,-0.0476,0.1973,-0.1367,0.020609
J4088,-0.0183,0.1973,-0.1367,0.007361
J4091,0.0088,0.1973,-0.1367,0.008625
J4151,0.1033,0.1973,-0.1367,0.016214
J4182,-0.0352,0.1973,-0.1367,0.01475
J4183,0.0784,0.1973,-0.1367,0.024432
J4185,-0.0123,0.1973,-0.1367,0.031763
J4188,0.025,0.1973,-0.1367,0.008064
J4202,0.0513,0.1973,-0.1367,0.012004
J4204,-0.0437,0.1973,-0.1367,0.011876
J4206,0.0125,0.1973,-0.1367,0.021087
J4208,0.0898,0.1973,-0.1367,0.018233
J4246,0.0281,0.1973,-0.1367,0.013296
J4307,-0.0949,0.1973,-0.1615,0.020345
J4324,0.0974,0.1973,-0.1615,0.029695
J4403,0.0441,0.1973,-0.1615,0.011616
J4452,-0.0069,0.1973,-0.1615,0.004619
J4502,0.0262,0.1973,-0.1615,0.006004
J4503,0.0303,0.1973,-0.1615,0.009057
J4506,0.1694,0.1973,-0.1615,0.056878
J4507,-0.0092,0.1973,-0.1615,0.009574
J4516,0.0766,0.1973,-0.1615,0.02041
J4519,-0.0352,0.1973,-0.1615,0.013753
J4521,0.0025,0.1973,-0.1615,0.005392
J4523,0.0093,0.1973,-0.1615,0.009061
J4528,0.0291,0.1973,-0.1615,0.017623
J4530,0.0681,0.1973,-0.1615,0.019457
J4536,0.028,0.1973,-0.1615,0.008362
J4543,0.0051,0.1973,-0.1615,0.011704
J4555,-0.0095,0.1973,-0.1615,0.008388
J4568,-0.062,0.1973,-0.1615,0.021875
J4578,0.0118,0.1973,-0.1615,0.006861
J4587,0.0875,0.1973,-0.1615,0.030997
J4612,-0.045,0.1973,-0.1615,0.032089
J4613,0.0329,0.1973,-0.1615,0.011166
J4631,0.0321,0.1973,-0.1615,0.006094
J4661,0.0331,0.1973,-0.1615,0.012917
J4666,0.049,0.1973,-0.1615,0.018492
J4681,0.0505,0.1973,-0.1615,0.016574
J4684,-0.0655,0.1973,-0.1615,0.013875
J4689,-0.0129,0.1973,-0.1615,0.019321
J4704,-0.0035,0.1973,-0.1615,0.009371
J4716,-0.0587,0.1973,-0.1615,0.010577
J4732,0.0124,0.1973,-0.1615,0.006963
J4739,0.0054,0.1973,-0.1615,0.007921
J4751,-0.0932,0.1973,-0.1615,0.039978
J4755,0.0664,0.1973,-0.1615,0.024632
J4768,-0.0135,0.1973,-0.1615,0.023113
J4819,-0.0464,0.1973,-0.1615,0.010831
J4849,-0.0256,0.1973,-0.1615,0.011805
J4902,0.1229,0.1973,-0.1615,0.026489
J4911,0.0408,0.1973,-0.1615,0.027169
J4912,-0.0008,0.1973,-0.1615,0.013373
J4922,0.0487,0.1973,-0.1615,0.023271
J4927,-0.0586,0.1973,-0.1615,0.029934
J4967,-0.078,0.1973,-0.1615,0.030024
J5019,-0.022,0.1973,-0.1615,0.009673
J5020,-0.0208,0.1973,-0.1615,0.008133
J5021,-0.0226,0.1973,-0.1615,0.025065
J5101,-0.0064,0.1973,-0.1615,0.014758
J5108,-0.0468,0.1973,-0.1615,0.005211
J5110,-0.0236,0.1973,-0.1615,0.008943
J5201,-0.0353,0.1973,-0.1615,0.009048
J5233,0.0026,0.1973,-0.1615,0.00859
J5301,0.0653,0.1973,-0.1615,0.013534
J5332,0.0917,0.1973,-0.1615,0.05734
J5333,0.0864,0.1973,-0.1615,0.015452
J5334,0.0939,0.1973,-0.1615,0.029452
J5393,-0.0185,0.1973,-0.1615,0.006758
J5401,-0.0375,0.1973,-0.1615,0.012616
J5411,-0.0432,0.1973,-0.1615,0.012238
J5486,0.0101,0.1973,-0.1615,0.005724
J5703,0.0175,0.1973,-0.1615,0.013043
J5713,-0.0434,0.1973,-0.1615,0.018163
J5714,0.0062,0.1973,-0.1615,0.02014
J5801,0.0643,0.1973,-0.1615,0.020631
J5802,0.0097,0.1973,-0.1615,0.014219
J5929,0.0049,0.1973,-0.1615,0.014976
J5947,0.024,0.1973,-0.1615,0.016563
J5975,0.0274,0.1973,-0.1615,0.018752
J6028,0.007,0.1973,-0.1615,0.026141
J6098,0.0056,0.1973,-0.1615,0.009397
J6113,0.0418,0.1973,-0.1615,0.015394
J6136,-0.015,0.1973,-0.1615,0.020886
J6141,0.0166,0.1973,-0.1615,0.011339
J6146,-0.0366,0.1973,-0.1615,0.015663
J6201,0.0527,0.1973,-0.1615,0.021911
J6268,-0.004,0.1973,-0.1615,0.017355
J6269,-0.0113,0.1973,-0.1615,0.011892
J6273,-0.0418,0.1973,-0.1615,0.015285
J6301,-0.0037,0.1973,-0.1615,0.013478
J6302,0.005,0.1973,-0.1615,0.014904
J6305,-0.08,0.1973,-0.1615,0.036334
J6324,-0.0619,0.1973,-0.1615,0.023798
J6326,-0.025,0.1973,-0.1615,0.00996
J6367,-0.0138,0.1973,-0.1615,0.012997
J6383,-0.0316,0.1973,-0.1615,0.014429
J6432,0.0176,0.1973,-0.1615,0.010305
J6448,0.0124,0.1973,-0.1615,0.009269
J6463,0.0132,0.1973,-0.1615,0.014247
J6471,0.0717,0.1973,-0.1615,0.022687
J6473,0.1077,0.1973,-0.1615,0.024509
J6479,0.022,0.1973,-0.1615,0.008769
J6481,-0.0378,0.1973,-0.1615,0.021016
J6501,0.0252,0.1973,-0.1615,0.011318
J6503,0.0006,0.1973,-0.1615,0.011838
J6504,0.0888,0.1973,-0.1615,0.034278
J6506,-0.021,0.1973,-0.1615,0.01708
J6586,-0.028,0.1973,-0.1615,0.038991
J6588,0.0664,0.1973,-0.1615,0.015407
J6594,0.0197,0.1973,-0.1615,0.017963
J6641,-0.0244,0.1973,-0.1615,0.026873
J6645,-0.0094,0.1973,-0.1615,0.015591
J6701,0.1002,0.1973,-0.1615,0.045418
J6702,-0.0369,0.1973,-0.1615,0.013834
J6723,-0.0138,0.1973,-0.1615,0.033273
J6724,0.0935,0.1973,-0.1615,0.018265
J6728,-0.0422,0.1973,-0.1615,0.014232
J6750,0.008,0.1973,-0.1615,0.01149
J6752,-0.0476,0.1973,-0.1615,0.028447
J6755,0.1901,0.1973,-0.1615,0.058704
J6758,-0.0014,0.1973,-0.1615,0.015037
J6762,-0.0734,0.1973,-0.1615,0.039556
J6770,-0.0763,0.1973,-0.1615,0.064936
J6806,0.0454,0.1973,-0.1615,0.017952
J6841,0.0292,0.1973,-0.1615,0.010703
J6845,-0.0394,0.1973,-0.1615,0.013212
J6849,0.0211,0.1973,-0.1615,0.009601
J6856,0.0146,0.1973,-0.1615,0.00678
J6857,-0.034,0.1973,-0.1615,0.020331
J6861,-0.0206,0.1973,-0.1615,0.011788
J6869,-0.0488,0.1973,-0.1615,0.017051
J6877,0.0108,0.1973,-0.1615,0.012391
J6902,0.0532,0.1973,-0.1615,0.020118
J6920,-0.0699,0.1973,-0.1615,0.015912
J6923,0.0818,0.1973,-0.1615,0.018671
J6952,0.112,0.1973,-0.1615,0.041902
J6954,0.0369,0.1973,-0.1615,0.008919
J6965,-0.0422,0.1973,-0.1615,0.017692
J6971,-0.0252,0.1973,-0.1615,0.017565
J6976,0.0132,0.1973,-0.1615,0.01502
J6981,-0.0513,0.1973,-0.1615,0.037023
J6988,0.0555,0.1973,-0.1615,0.020456
J7011,-0.0189,0.1973,-0.1615,0.01162
J7012,-0.0374,0.1973,-0.1615,0.011761
J7013,-0.0182,0.1973,-0.1615,0.018135
J7148,0.1263,0.1973,-0.1615,0.033287
J7164,0.0518,0.1973,-0.1615,0.014289
J7167,0.0,0.1973,-0.1615,0.005851
J7186,-0.0052,0.1973,-0.1615,0.008623
J7202,0.1085,0.1973,-0.1615,0.027514
J7203,-0.0268,0.1973,-0.1615,0.010225
J7205,0.0227,0.1973,-0.1615,0.019834
J7259,0.1014,0.1973,-0.1615,0.024918
J7261,0.0,0.1973,-0.1615,0.012
J7267,-0.0151,0.1973,-0.1615,0.005952
J7269,-0.0355,0.1973,-0.1615,0.01791
J7270,-0.0078,0.1973,-0.1615,0.009409
J7272,0.1107,0.1973,-0.1615,0.032476
J7276,0.0571,0.1973,-0.1615,0.028539
J7282,0.0758,0.1973,-0.1615,0.02636
J7309,-0.0341,0.1973,-0.1615,0.019265
J7313,0.0375,0.1973,-0.1615,0.014412
J7419,-0.0526,0.1973,-0.1615,0.027356
J7453,0.0677,0.1973,-0.1615,0.024274
J7458,0.0841,0.1973,-0.1615,0.016605
J7459,0.06,0.1973,-0.1615,0.026714
J7532,0.0486,0.1973,-0.1615,0.007542
J7550,0.0393,0.1973,-0.1615,0.00694
J7564,0.0549,0.1973,-0.1615,0.015788
J7575,-0.048,0.1973,-0.1615,0.034404
J7606,0.0393,0.1973,-0.1615,0.028643
J7649,-0.0362,0.1973,-0.1615,0.016137
J7701,-0.0145,0.1973,-0.1615,0.012202
J7717,0.0388,0.1973,-0.1615,0.014871
J7729,0.0118,0.1973,-0.1615,0.01746
J7731,0.0443,0.1973,-0.1615,0.022493
J7733,-0.0781,0.1973,-0.1615,0.012965
J7735,0.0321,0.1973,-0.1615,0.020613
J7741,-0.0455,0.1973,-0.1615,0.014906
J7747,-0.0029,0.1973,-0.1615,0.006617
J7751,0.0639,0.1973,-0.1615,0.029457
J7832,-0.0207,0.1973,-0.1615,0.008326
J7846,-0.001,0.1973,-0.1615,0.010018
J7867,0.0246,0.1973,-0.1615,0.005918
J7951,0.0485,0.1973,-0.1615,0.018668
J7956,0.0426,0.1973,-0.1615,0.028949
J7974,-0.0238,0.1973,-0.1615,0.010968
J7988,0.0104,0.1973,-0.1615,0.021104
J8001,-0.0541,0.1973,-0.1615,0.015076
J8002,-0.0069,0.1973,-0.1615,0.008262
J8015,-0.0218,0.1973,-0.1615,0.011
J8020,0.0362,0.1973,-0.1615,0.01136
J8028,0.0,0.1973,-0.1615,0.0
J8031,-0.0573,0.1973,-0.1615,0.015064
J8035,-0.0542,0.1973,-0.1615,0.032845
J8053,0.0113,0.1973,-0.1615,0.009992
J8056,-0.0049,0.1973,-0.1615,0.01037
J8058,-0.0086,0.1973,-0.1615,0.011552
J8088,-0.0735,0.1973,-0.1615,0.021083
J8111,0.0126,0.1973,-0.1615,0.010322
J8113,-0.0524,0.1973,-0.1615,0.00832
J8227,0.0094,0.1973,-0.1615,0.01131
J8252,0.0826,0.1973,-0.1615,0.014525
J8267,0.0118,0.1973,-0.1615,0.006307
J8273,0.0094,0.1973,-0.1615,0.008655
J8279,0.018,0.1973,-0.1615,0.013837
J8282,0.0217,0.1973,-0.1615,0.012671
J8283,-0.023,0.1973,-0.1615,0.016422
J8303,-0.0514,0.1973,-0.1615,0.005825
J8304,-0.001,0.1973,-0.1615,0.006342
J8306,-0.0083,0.1973,-0.1615,0.004923
J8308,0.0,0.1973,-0.1615,0.012583
J8309,0.0,0.1973,-0.1615,0.012079
J8316,-0.0129,0.1973,-0.1615,0.00549
J8331,0.0035,0.1973,-0.1615,0.007905
J8410,0.0311,0.1973,-0.1615,0.005041
J8411,0.0007,0.1973,-0.1615,0.006885
J8424,0.0362,0.1973,-0.1615,0.010371
J8439,0.0011,0.1973,-0.1615,0.016313
