US_title,last_,max_,_min,_stdev
J8473,-0.0172,0.1973,-0.1615,0.011477
J8570,-0.0139,0.1973,-0.1615,0.006952
J8585,-0.0081,0.1973,-0.1615,0.009201
J8591,-0.0023,0.1973,-0.1615,0.01189
J8593,0.0214,0.1973,-0.1615,0.007439
J8601,-0.0361,0.1973,-0.1615,0.014129
J8604,-0.0302,0.1973,-0.1615,0.007506
J8628,0.0061,0.1973,-0.1615,0.007861
J8630,-0.0146,0.1973,-0.1615,0.013176
J8697,-0.0711,0.1973,-0.1615,0.029587
J8725,-0.0348,0.1973,-0.1615,0.009656
J8750,-0.0006,0.1973,-0.1615,0.010107
J8766,-0.0542,0.1973,-0.1615,0.015138
J8795,-0.0244,0.1973,-0.1615,0.01336
J8801,0.0526,0.1973,-0.1615,0.016422
J8802,0.0364,0.1973,-0.1615,0.007777
J8804,-0.0392,0.1973,-0.1615,0.009532
J8830,0.0515,0.1973,-0.1615,0.012212
J8850,-0.0036,0.1973,-0.1615,0.007221
J8876,0.0592,0.1973,-0.1615,0.011713
J8905,0.0542,0.1973,-0.1615,0.013633
J9001,0.0075,0.1973,-0.1615,0.006025
J9003,0.0364,0.1973,-0.1615,0.008076
J9005,-0.0048,0.1973,-0.1615,0.007074
J9007,-0.0324,0.1973,-0.1615,0.012431
J9008,0.0036,0.1973,-0.1615,0.022096
J9009,0.058,0.1973,-0.1615,0.011651
J9020,0.0022,0.1973,-0.1615,0.019304
J9021,0.0585,0.1973,-0.1615,0.020157
J9022,0.0253,0.1973,-0.1615,0.011184
J9024,0.0153,0.1973,-0.1615,0.010854
J9041,-0.0045,0.1973,-0.1615,0.005792
J9042,0.0316,0.1973,-0.1615,0.007808
J9045,-0.0223,0.1973,-0.1615,0.007019
J9048,-0.0007,0.1973,-0.1615,0.005734
J9062,0.0677,0.1973,-0.1615,0.029056
J9064,0.086,0.1973,-0.1615,0.029461
J9065,-0.0025,0.1973,-0.1615,0.012526
J9086,0.0619,0.1973,-0.1615,0.025894
J9201,0.0058,0.1973,-0.1615,0.012024
J9202,0.0226,0.1973,-0.1615,0.011236
J9404,0.0722,0.1973,-0.1615,0.020208
J9432,-0.0219,0.1973,-0.1615,0.009022
J9433,-0.0305,0.1973,-0.1615,0.020403
J9435,-0.0009,0.1973,-0.1615,0.010341
J9437,0.0,0.1973,-0.1615,0.0
J9502,-0.0115,0.1973,-0.1615,0.013264
J9503,-0.0313,0.1973,-0.1615,0.022936
J9506,-0.0055,0.1973,-0.1615,0.015263
J9508,-0.0956,0.1973,-0.1615,0.052495
J9513,-0.0556,0.1973,-0.1615,0.018187
J9531,0.0,0.1973,-0.1615,0.015266
J9532,0.0086,0.1973,-0.1615,0.012532
J9602,0.0151,0.1973,-0.1615,0.006377
J9613,0.0333,0.1973,-0.1615,0.011878
J9627,0.052,0.1973,-0.1615,0.008769
J9678,-0.0109,0.1973,-0.1615,0.008187
J9684,0.059,0.1973,-0.1615,0.013294
J9697,-0.0756,0.1973,-0.1615,0.033243
J9706,-0.0244,0.1973,-0.1615,0.004864
J9719,0.1465,0.1989,-0.1615,0.067223
J9735,-0.0042,0.1989,-0.1615,0.00501
J9744,0.0441,0.1989,-0.1615,0.010694
J9766,0.0045,0.1989,-0.1615,0.011503
J9810,0.0,0.1989,-0.1615,0.006679
J9843,-0.0634,0.1989,-0.1615,0.015033
J9962,0.1392,0.1989,-0.1615,0.027136
J9983,-0.0034,0.1989,-0.1615,0.006691
J9984,-0.0273,0.1989,-0.1615,0.019193
J9989,0.0317,0.1989,-0.1615,0.00718
