US_title,last_,max_,_min,_stdev
CSGP,0.0738,4.0292,-0.384,0.016993
PCAR,0.0479,4.0292,-0.384,0.011804
KLAC,0.1227,4.0292,-0.384,0.017361
SPLK,0.0579,4.0292,-0.384,0.016497
NTES,0.3403,4.0292,-0.384,0.019802
MCHP,0.0233,4.0292,-0.384,0.015849
VRSN,-0.0771,4.0292,-0.384,0.008925
ANSS,0.0724,4.0292,-0.384,0.014832
IDXX,0.0611,4.0292,-0.384,0.014864
CERN,0.038,4.0292,-0.384,0.005961
ALXN,-0.0125,4.0292,-0.384,0.00854
ASML,0.175,4.0292,-0.384,0.017509
SNPS,0.0635,4.0292,-0.384,0.012755
FAST,-0.0621,4.0292,-0.384,0.007567
DLTR,-0.1041,4.0292,-0.384,0.00587
CPRT,-0.0822,4.0292,-0.384,0.00718
XLNX,-0.1093,4.0292,-0.384,0.011084
CDNS,0.0724,4.0292,-0.384,0.011731
ALGN,0.0493,4.0292,-0.384,0.013573
SGEN,-0.1775,4.0292,-0.384,0.006273
WDC,0.0868,4.0292,-0.384,0.029624
UAL,-0.1335,4.0292,-0.384,0.021581
SWKS,0.2571,4.0292,-0.384,0.05718
CDW,0.048,4.0292,-0.384,0.017896
CHKP,0.1023,4.0292,-0.384,0.0179
ULTA,0.044,4.0292,-0.384,0.015859
INCY,0.0573,4.0292,-0.384,0.008877
TCOM,-0.1133,4.0292,-0.384,0.01404
BMRN,-0.0683,4.0292,-0.384,0.004783
EXPE,0.021,4.0292,-0.384,0.015807
MXIM,0.0638,4.0292,-0.384,0.013088
CTXS,0.0281,4.0292,-0.384,0.013894
TTWO,0.0271,4.0292,-0.384,0.005261
FOXA,0.1227,4.0292,-0.384,0.013531
AAL,-0.0012,4.0292,-0.384,0.029408
NTAP,0.0332,4.0292,-0.384,0.009802
FOX,0.0928,4.0292,-0.384,0.013429
LBTYK,-0.0119,4.0292,-0.384,0.015737
LBTYA,-0.0493,4.0292,-0.384,0.019086
IXIC,0.0595,4.0292,-0.384,0.01038
